index,song,year,artist,genre,lyrics
313040,insane,2009,eminem,Hip-Hop,"I was born with a dick in my brain, yeah fucked in the head
My stepfather said that I sucked in the bed
'Til one night he snuck in and said
We're going out back, I want my dick sucked in the shed
Can't we just play with Teddy Ruxpin instead?
After I fuck you in the butt, get some head
Bust a nut, get some rest
The next day my mother said ""I don't know what the fuck's up with this kid!
The bastard won't even eat nothing he's fed
He just hung himself in the bedroom he's dead""
""Debbie don't let that fucker get you upset
Go in there, stick a fuckin' cigarette to his neck
I bet you he's fakin' it, I bet you
I bet he probably just want's to see how upset you would get
I'll go handle this of course, unless you object""
""Ahh go fuck his brains out, if any's left in his head""
If you could count the skeletons in my closet
Under my bed and up under my faucet
Then you would know I've completely lost it
Is he nuts? No! He's insane!
If you could count the skeletons in my closet
Under my bed and up under my faucet
Then you would know I've completely lost it
Is he nuts? No! He's insane!
""Did you get him?"" Naaw, fucker tried to bite my face off
I just got fuckin' chased off with a chainsaw
Then he took the chainsaw, bit the fuckin' blades off
Ate the blades, stuck a baseball in a slingshot
Then he aimed at his own face, let the thing pop
Took his eye out, picked it up and played ping pong
Then he played ping pong with his own ding dong
That motherfucker's got nuts like King Kong
Then he set the lawn mower out on the dang lawn
And he laid all up underneath it with the thing on
Then he took his pants, he took every fuckin' thing off
Everything, except his tank top and his training bra
Ain't he raw? Yeah mainiac, that's Shady dog
Man that motherfucker's gangsta, ain't he dog
Shady dog, what be going through that fuckin' brain of yours
Say no more, what the fuck you waitin' for, sing along
If you could count the skeletons in my closet
Under my bed and up under my faucet
Then you would know I've completely lost it
Is he nuts? No! He's insane!
Don't you know what felch means? Yeah, well then tell me
Would you rather get felched or do the felching
Fuck him in the ass, suck the cum out while you're belching
Burp, belch, then go back for a second helping
Can you dig what I'm sayin' man, can you smell me?
I want you to feel me like my step father felt me
Fuck a little puppy, kick the puppy while he's yelping
""Shady what the fuck you saying?"" I don't know help me!
What the fuck's happening, I think I'm fucking melting
""Marshall I just love you boy, I care about your well being""
No Dad, I said no, I don't need no help peeing
I'm a big boy, I can do it by myself see
I only get naked when the baby sitter tells me
She showed me a movie like ""Nightmare on Elm Street""
But it was X, and they called it ""Pubic Hair on Chelsea""
""Well this is called ass rape, and we're shooting the jail scene""
If you could count the skeletons in my closet
Under my bed and up under my faucet
Then you would know I've completely lost it
Is he nuts? No! He's insane!"
313041,insult-to-injury,2009,eminem,Hip-Hop,"You think you know me, please
You have no idea
you think my life is great, shit
I cover up the tears
but inside my scalp, it starts
a burn in hell
Thoughts of hurtin myself and homicide is real
But you cant tell cause im good at hiding myself
I've got a lot of problems
That I've never shared with no one else
I've been to a lot of doctors
But the shit never helps
They just stuff me with the pills for all the pain that I felt
And as we press the gression got me naked in depression
Got me playin Russian Roulette with this smith and wesson
Remeniscing back when things were still glistenin'
when things was still playin with a puzzle and pieces werent missin
Those days, I miss them
But those days, I kiss them
Goodbye for good
Those days are the old days
Now lets pay the rent before you end up on the wrong day
And I'm tired of being broke
I'm ready to shake you up
Give me all your money bitch and that chain you've got tucked
I see you flaunting all that ice
You must be ballin' but I don't got shit so hang me your wallet (fades)"
313042,bagpipes-from-baghdad,2009,eminem,Hip-Hop,"Oh! It's music to my ears, Oh man!
How can I describe, the way I feel?
Fuckin great man! Okay, let me see
How could I begin
Locked in Mariah's wine cellar all I had for lunch
Was red wine, more red wine, and Captain Crunch
Red wine for breakfast and for brunch
And to soak it up and in between snack, crackers to munch
Mariah, what's ever happened to us, why did we have to break up
All I asked for was a glass of punch
You see, I never really ask for much
I can't imagine what's going through your mind after such
A nasty breakup with that Latin hunk
Weisman Gale, Nick Cannon better back the fuck up
I'm not playin, I want to bag ya punk
This is Hello Kitty bedspread satin funk
Mixed with Egyptian, with a little rappin pump
Zappin Eric Clapton, (Shaft?), Frank Zappa crunk
And yeah baby, I want another crack at ya
You can beat me with any spatula thatcha want
I mean I really want you bad you cunt
Nick you had your fun
I've come to kick you in your sack of junk
Man I could use a fresh batch of blood
So prepare your vernacular for Dracula acupunc-ture
Bagpipes from Baghdad
When will it ever cease, for Pete's sake he's crazy, to say the least
Bagpipes from Baghdad
What's going through my mind half the time, when I rhyme, while blowing on my
Bagpipes from Baghdad
Somebody turn the vacancy sign on, 'cause I'm gone, blowing on my
Bagpipes from Baghdad
I run the streets and act like a madman, holding a glad-
You can be a permanent fixture
In my lyrical mixture
I'm the miracle whit trixter
My sig-nature sound, when the tube of lipstick's around
I'm bound to put on in an instant, wow
Man what an ensemble, what an assortment of pharma
Ceuticals, it's beautiful, pill dust in my palm, my
Cuticles get residue just from touching the bottle
Never knew I could remind me so much of my mama
I'll cut you like Dahmer, pull a butcher knife on ya
The size of a sword boy, I'm like a fucken Red Sonia
Get it stuck in your cornea
Nice knowin ya Norman
You're so fuckin' annoyin
Drop the shovel boy, you don't know what the fuck ya doin'
I ain't playin' no fuckin' more
Nick Cannon you prick, I wish you luck with the fuckin whore
Every minute there's a sucker born
Snuck up on Malachai and made the motherfucker suck on a shuck of corn
Shuck of, shuck of corn, shuck of corn
Hit Jason in the face with a hockey puck and told him it's fucken on
What the fuck are you doin'
You're runnin' over the snow blower
With the lawnmower, blow on your
Bagpipes from Baghdad
Bagpipes from Baghdad
When will it ever cease, for Pete's sake he's crazy, to say the least
Bagpipes from Baghdad
What's going through my mind half the time, when I rhyme, while blowing on my
Bagpipes from Baghdad
Somebody turn the vacancy sign on, 'cause I'm gone, blowing on my
Bagpipes from Baghdad
I run the streets and act like a madman, holding a glad-
In the bed with two braindead lesbian vegetables
I bet you they become heterosexual
Nothing will stop me from molesting you
Tittyfucking you til your breasticle
Flesh, tickles my testicles
Is what they said to the two conjoined twins
How's it going girlfriends, you need a boyfriend
You need some ointment, just make an appointment
Who's gonna see the doctor first, we'll do a coin flip
I just got my one year sobriety coin chip
When the bad get going, how bad does the going get
Baby you shouldn't have any trouble rubbing groins wit
Each other, especially when you're joined at the hip
I'm going to get the needle, new thread from the sewing kit
An attempt to seperate em and stitch em back at the loin shit
Lured the little boy with the chocolate chips ahoy chip
Cookie, lookie even took me a polaroid, bitch
Bagpipes from Baghdad
When will it ever cease, for Pete's sake he's crazy, to say the least
Bagpipes from Baghdad
What's going through my mind half the time, when I rhyme, while blowing on my
Bagpipes from Baghdad
Somebody turn the vacancy sign on, 'cause I'm gone, blowing on my
Bagpipes from Baghdad
I run the streets and act like a madman, holding a glad"
313043,deja-vu,2009,eminem,Hip-Hop,"As I fall deeper into a manic state
I'm a prime candidate for the gene to receive the drug addict traits
Blood pressure climbs at a dramatic rate
I seem to gravitate to the bottle of Nighquil then I salivate
Start off with the Nighquil like I think I'll just have a taste
Couple sips of that then I gradually graduate
Too a harder prescription drug called Valium like ya that's great
I go to take just one and I end up like having eight
Now I need something in my stomach cause I haven't ate
Maybe I'll grab a plate of nachos and I'll have a steak
And you'd think with all I have at stake
Look at my daughters face
Mommy somethings is wrong with dad I think
He's acting weird again he's really beginning to scare me
Won't shave his beard again and he pretends he doesn't hear me
And all he does is eat Dorritos and Cheetos
And he just fell asleep in his car eating Three Musketeers in the rear seat
Sometimes I feel so alone,
I just don't know, feels like I been down this road before,
So lonely and cold, It's like something takes over me,
Soon as I go home and close the door,
Kinda feels like deja vu, I wanna get away from this place I do,
But I can't and I won't say I tried but I know that's a lie cause I don't
And why I just don't know
Maybe just a nice cold brew what's a beer
That's the devil in my ear I been sober a f***in' year
And that f***er still talks to me he is all I can f***in' hear
Marshall come on we'll watch the game it's the Cowboys and Buccaneers
And maybe if I just drink half I'll be halfed buzzed for half of the time
Who's that mastermind behind that little line
With that kind of rational man I got half a mind
Too have another half of gla** of wine sound asinine
Ya I know
But I never had no problem with alcohol
Ouch look out for the wall aim for the couch I'm about to fall
I missed the couch and down I go looking like a bouncing ball
S*** must have knocked me out cause I ain't feel the ground at all
Wow what the f*** happened last night where am I
Man f*** am I hungover and god damn I got a head ache
S*** half a Vicodin why can't I?
""All systems ready for take off please stand by""
Sometimes I feel so alone,
I just don't know, feels like I been down this road before,
So lonely and cold, It's like something takes over me,
Soon as I go home and close the door,
Kinda feels like deja vu, I wanna get away from this place I do,
But I can't and I won't say I tried but I know that's a lie cause I don't
And why I just don't know
So I take a Vicodin splash it hits my stomach and ahh
A couple weeks go by it ain't even like I'm getting high
Now I need it just not to feel sick ya I'm getting by
Wouldn't even be taking this s*** if Deshaun didn't die
Oh ya there's an excuse you lose proof so you use
There's new rules it's cool if it's helpin' you to get through
It's twelve noon ain't no harm in self inducing a snooze
What else is new f*** it what would Elvis do in your shoes
Now here I am three months later full blown relapse
Just get high until the kids get home from two homes relax
And since I'm convinced that I'm insomniac
I need these pills to be able to sleep so I take three naps
Just to be able to function throughout the day let's see
That's an Ambian each nap how many Valium, three
And that will average out to about one good hours sleep
Ok so now you see the reason how come he
Has taken four years just too put out an album B
See me and you we almost had the same outcome Heath
Cause that Christmas you know the Nomonia thing
It was bologna was it the Methadone ya think
Or the Hydrocodone you hide inside your pornos
Your vcr tape cases with you Ambian CR great places to hide ain't it
So you can lie to Hailie I'm going beddy bye Whitney baby good night Elaina
Go in the room and shut the bedroom door and wake up in ambulance
They said they found me on the bathroom floor
Sometimes I feel so alone,
I just don't know, feels like I been down this road before,
So lonely and cold, It's like something takes over me,
Soon as I go home and close the door,
Kinda feels like deja vu, I wanna get away from this place I do,
But I can't and I won't say I tried but I know that's a lie cause I don't
And why I just don't know"
313044,rapcity-freestyle,2009,eminem,Hip-Hop,"Whoa nelly,
Tell Angelina Jolie i'm ready,
With petroleum jelly,
To smear it all over me belly,
And tell her she can hit me on me mobile, me celly,
And meet in the salami section of the grocery deli,
And maybe we can find us an appropriate telly,
A motel 6 or 8 it hink they both could be helly,
I fucked, then i quieted and told her email me,
And don't call me, i'll call you, can you feel me? Bitch do you smell me?
Animal instinct, cannabalistic, I just ran out of lipstick, man i'm a
twisted, sick, sadistic, son of a bitch
6-6-6, broke his crucifix made out of sticks then fixed it
Chick chick chick chick chick chick chick chick chick
Now play it back-wards muscle relaxers mixed with,
Liquid,
The lie to this delutifar quick fix,
Your delusional illusions look realistic"
313045,this-is-fucking-bullshit,2009,eminem,Hip-Hop,"Have you ever found out fucking loving someone so much?
Daddy, where is mummy?
Why is Mummy crying?
It's prob cos' all the fucking bullshit you say and make her shook the tears out of her fucking eyes.
Hey, this is my life.
Get out of my fucking life, you I- C peaker. Watch out man, you fucking donkey put out your penis and put it in your own friend.
hey, man just see them yahoo applesauce everything and watch them hump. Don't bloody fuck me up cos' that your problem. Fuck them up,
Fuck them up,
Fuck them up,
Til' they get breast meat bullshit fucking. hump me breast man. Don't fuck it up or down, man, this is some bullshit. I'm an motherfucking princess so don't fuck it up.
Man, I'm still an American FUCKING STUNTMAN. DON'T SKATE TO YOUR LIFE, COS ITS FEEDING TIME. DON'T CUNT IT.
MAN, FUCK IT.
ANDR3, THINK IT'S FUCKING UNBELIEVABLE.
ANDR3: YAH, CANT BELIEVE ALL THIS BULLSHIT.
PITBULL: FUCK THE CUNTS, PUT IT IN YOUR BREAST FUCK.
Eminem: YAH, FUCK YOU!"
313046,dr-west,2009,eminem,Hip-Hop,"Morning, Marshall
Morning, songle.engine.Doc
So we're discharging you today; how are you feeling?
Anxious
Anxiety?
Well, anxious to get home, anxious to get back into the world, nervous
Nervous? Come on, Marshall, you're a big boy now, sounding like a bit of a baby
You can do this; you found a sponsor yet?
Um, not yet, I mean, but when I get back
Well, if you find one, you find one; if you don't, you don't
Well, yeah, I mean, I gotta start going to meetings first and
Wait, what?
Well, you don't absolutely have to go to meetings
And it's not like like a requirement that they fit into your schedule
We know you're a busy person
But I thought variety was the most important thing?
So what else are you thinking?
Um, well, I know I gotta start practicing the steps
And, I mean, learning them, and start being able to apply them
Steps?
Yeah, steps
There's a lot of them, aren't there?
Well, twelve
Christ, I don't even know them all
Really?
Anything else?
Um, well, I mean the only other question I have was like
What do I do if I find myself in a situation where
Maybe somebody is drinking around me or something like that and I get tempted to?
Take a drink
What?
Take a drink and, you know, take the edge off
Take the edge off?
Man, if I ever take a drink, I already know what that's gonna lead me to
What, you mean these?
Man, what the fuck?
Marshall, what's the matter, darling?
Having some doubts already?
Marshall, you can't leave me
You'll never leave me, Marshall
We'll always be together, Marshall
Marshall? Marshall?
No, no, no, no, no
Oh, shit"
313047,poo-butt-day,2009,eminem,Hip-Hop,"get up this morning feelin sleepy as all hell, went the use the bathroom when i tripped and i fell all the way downstairs onto the couch, and i pissed my pants on the way down south; so i went back upstairs to change my underwear took a while to get em unstuck to my pubic hair finally got unzipped i went to put em down the street but then i threw em in the garbage cause it all said puu hopped in the shower put shampoo in my hair went to rinse it out but then the water wasnt there that damn toilet it must of went foul got another bath to wipe the stuff up with the towel went to get my clothes but i couldnt wear the wash so i sat and played some mario on my nintendo i was gonna see my girl but i forget that stuff man today i just feel like a pooh butt... (chorus 2x ) sometimes things just never go my way you know i, im just feelin like a pooh butt today. now every snigle day i make habits to get up but today i just feel like a pooh butt so ill stay in bed i dont know whats wrong with me im just taking everything nonchilantely i just feel like i cant move one muscle my girlfriend calls me up and tells me now we gotta hustle my plane leaves to roll about quarter to 8 its 7:15 looks like im gonna be late aww forget that baby said i just cant make it i know your dissapointed but your gonna have to take it im sick in bed im making am am foot it but before hung up the phone she told me where i could put it, comes next day i gotta call from M&M; he said we gotta make a record get ya butt outta bed i said i aint doin nothing i wish you nothing but luck he said STOP! instead of feeling like a pooh but... (chorus 2x) sometimes things just never go my way you know i, im just feelin like a pooh butt today. (chaos kid) ""yo you ever have one of those poohie stinky ridiculous rotten days M&M;"" (M&M;) ""man i had one once check this out""
woke up , 6:30 in the morning yawning gotta get to the recording studio i gotta get a take done put all my rhymes together so i can make one get outta bed fall on my head slipped on the rug i thought i was dead cussin i think my head is busted but it really nothing only a concussion shake it off, get off the ground look around couldn't find my rhyme sheets where'd i put em down they were just there last night on the chair had to look everywhere but, couldnt find em anywhere go to the basement might of misplaced em gotta find em in hurry but my visions still blurry goin down the stairs what could happen next but, when its this early you cant skip steps; fallin head first as i fall i curse things are lookin bad ima only get worse; aching i shake and i hurt i stand up slowly wiped all the dirt off memory lapse i cant remember nothing think ill collapse if you forget the whole thing pause for a second what was i looking for.. oh yea my rhyme sheets they might be on the floor or on the chair wait a minute where am i im in a basement damn how does time fly think for a second record my memory if i were a rhyme sheet where would i be?? now i remember i put em in the closet next to my jacket so i woulda never lost em
already 7 ive only got an hour to eat breakfast get dressed plus take a shower got undressed got the zest off the rack turn the water on and i almost had a heart attack cold as hell started to yell jumped out the shower and said fuck it ill smell grabbed the towel off the rack dried off got dressed still had to eat but my hair was a mess i was in a rush grabbed the brush and ran run into the door on the floor i land always to fate now i know im curse i think it might help if i open the dorr first tried to turn the handle but i sprained my wrist but thats what happens on a day like this...(chorus 2x) sometimes things just never go my way you know i, im just feelin like a pooh butt today... (Chaos kid) ""wow that sounds pretty poohie to me"" (M&M;) ""now im gonna break it down for those who dont know what a pooh butt day is""
Now a pooh butt day is something everybodies had no particular depression neither mad or sad you couldnt see your butt because your butt is what it is cause when your feeling like a pooh butt then your feeling like shit"
313048,hello,2009,eminem,Hip-Hop,"Hello (Hello) allow me to introduce myself (myself)
My name is Shaaady
So nice to meet you (So nice to meet you)
It's been a long time (long time) sorry I've been away so long (So long)
My name is Shaaady
I never meant to leave you (Never meant to leave you)
Yea
You see that chick in the gym checkin' me out?
Any second I'm 'bout to stick her neck in my mouth
I lose a pill and I'm wrecklessly wreckin' the house
That was supposed to be breakfast where the heck is it now?
Here's the necklace I lost, right next to Stephanie's blouse
Man I should check to see if my mom left any out
Nope, guess I'll re-route
Maybe somewhere in the depths of your couch
Oh! Jackpot! Yea, 'open sesame' mouth
Down the hatchet, the feelin' you can't match it
I rap-tap-tap on your door with a damn ratchet
I tac-tac-tacin' the whore with the damn hatchet
I nap-sack-pack with like forty some Xanaxes
Shorty come back, I'm tryin' to score me some lap dancers
I'm 'bout to relapse so baby pour me some Jack Daniels
Formula forty-four and forty's with mad capsules
The bad apple spoils the bunch and back at-ya
Well I don't mean any harm all I wanted to do is just say hello
And are you menstruating baby my little friend's waitin' to say hello
The way your titties are wiggling and your booty shakin' like Jell-O
Girl I don't mean any harm all I wanted to do is just say hello
Yea
My equilibrium's off, must be the Lithium
I don't need to buy any drugs, man people give me 'em
It just becomes everyday extracurricular
No reason in particular, it was strictly fun
A fifth of rum and two bottles of one fifty one
Fifty one people asleep in my damn livin' room
'Scuse me hun, but what was your name, Vivian?
I woke up next to you naked and uh, did we umm?
Of course we did, but didn't I strap Jimmy hun?
I'm looking for the torn wrapper but there doesn't seem to be one
No offense baby girl I don't mean any harm
But disease is something I'm trying to keep my penis free from
I find the package and I'm cool, I immediately run
like Speedy Gonzales to see if I see anyone
Who might have a couple of threes, I'm fiendin' for some
My head is poundin' to the beat of the drum
Umm
Well I don't mean any harm all I wanted to do is just say hello
And do you happen to have anything on you to make my mood mellow?
So I'm hopin' that some are pink some are blue and some are just yellow
Girl I don't mean any harm all I wanted to do is just say hello
Oh, Those were the days they certainly were
It's hurtin' me to know that I'll be closin' the curtain for good
(Word-word, chi-word-word, chi-word-chi-chi-word)
I second that and a third, rush to emergency surgery
To try to flush me because of the drugs that he purchased
He no longer gettin' the three hundred bucks for these Perk-idans
Buster's gettin' to be where he lustfully surged it in
Pain is hitting his knee and his muscles 'be hurtin' him'
Childishly on the phone tryin' to rustle up
Muscle relaxers for his back and a couple of Paxils
Now he's doubling backwards and he's stumblin' back
Slipped and fell hit his backbone heard somethin' go crack
Now he's up in the bathroom like he's bustin' a nap
Almost ended it that soon because of the fact
I'm just bustin' my own chops while I'm bustin' a rap
Resuscitated and re-juiced so fuck it' I'm back
Well I don't mean any harm all I wanted to do is just say hello
And do you happen to have anything on you to make my mood mellow?
So I'm hopin' that some are pink some are blue and some are just yellow
Girl I don't mean any harm all I wanted to do is just say hello
So I'm sayin
Hello (Hello) allow me to introduce myself (myself)
My name is Shaaady
So nice to meet you (So nice to meet you)
It's been a long time (long time) sorry I've been away so long (So long)
My name is Shaaady
I never meant to leave you (Never meant to leave you)"
313049,beautiful-new,2009,eminem,Hip-Hop,"Lately I've been hard to reach
I've been too long on my own
Everybody has a private world
Where they can be alone
Are you calling me, are you trying to get through
Are you reaching out for me, and I'm reaching out for you
I'm just so fuckin' depressed
I just can't seem to get out this slump
If I could just get over this hump
But I need something to pull me out this dump
I took my bruises, took my lumps
Fell down and I got right back up
But I need that spark to get psyched back up
In order for me to pick that mic back up
I don't know how or why or when
And I ended up in this position I'm in
I starting to feel distant again
So I decided just to pick this pen
Up and tried to make an attempt to vent, but I just can't admit
Or come to grips, with the fact that
I may be done with rap, I need a new outlet
I know some shits so hard to swallow
And I just can't sit back and wallow
In my own sorrow, but I know one fact
I'll be one tough act to follow
One tough act to follow, copy, one tough act to follow
Here today, gone tomorrow
But you have to walk a thousand miles
In my shoes, just to see
What it'd be like, to be me
I'll be you, let's trade shoes
Just to see what I'd be like to
Feel your pain, you feel mine
Go inside each other's mind
Just to see what we find
Look at shit through each other's eyes
But don't let 'em say you ain't beautiful oh
They can all get fucked. Just stay true to you so
Don't let 'em say you ain't beautiful oh
They can all get fucked. Just stay true to you so
I think I'm starting to lose my sense of humor
Everything is so tense and gloom
I almost feel like I gotta check the temperature in the room
Just as soon as I walk in
It's like all eyes on me, so I try to avoid any eye contact
Cause if I do that then it opens a door to conversation, like I want that
I'm not looking for extra attention
I just want to be just like you
Blend in with the rest of the room
Maybe just point me to the closest restroom
I don't need no fucking manservant
Follow me around, and wiping my ass
Laugh at every single joke I crack
And half of 'em ain't even funny like
Haha Marshall, you're so funny man, you should be a comedian, god damn
Unfortunately I am, but I just hide behind the tears of a clown
So why don't you all sit down
Listen to the tale I'm about to tell
Hell, we don't have to trade our shoes
And you don't have to walk no thousand miles
In my shoes, just to see
What it'd be like, to be me
I'll be you, let's trade shoes
Just to see what I'd be like to
Feel your pain, you feel mine
Go inside each other's mind
Just to see what we find
Look at shit through each other's eyes
But don't let 'em say you ain't beautiful oh
They can all get fucked. Just stay true to you so so
Don't let 'em say you ain't beautiful oh
They can all get fucked. Just stay true to you
Nobody asked for life to deal us
With these bullshit hands we're dealt
We gotta take these cards ourselves
Flip them, don't expect no help, now I could have either just
Sat on my ass and pissed and moaned
But take this situation in which I'm placed in
And get up and get my own, I was never the type of kid
To wait but I know to unpack his bags
Never sat on the porch and hoped and prayed
For a dad to show up who never did
I just wanted to fit in, every single place, every school I went
I dreamed of being that cool kid
Even if it meant acting stupid, Aunt Edna always told me
Keep making that face till it gets stuck like that
Meanwhile I'm just standing there
Holding my tongue up trying to talk like this
Till I stuck my tongue on the frozen stop sign pole at eight years old
I learned my lesson and cause I wasn't tryin to impress my friends no more
But I already told you my whole life story
Not just based on my description
Cause where you see it from where you're sitting
Is probably a hundred and ten percent different
I guess we would have to walk a mile
In each other's shoes, at least
What size you where? I wear tens
Let's see if you can fit your feet
In my shoes, just to see
What it'd be like, to be me
I'll be you, let's trade shoes
Just to see what I'd be like to
Feel your pain, you feel mine
Go inside each other's mind
Just to see what we find
Look at shit through each other's eyes
But don't let 'em say you ain't beautiful oh
They can all get fucked, just stay true to you so
Don't let 'em say you ain't beautiful oh
They can all get fucked, just stay true to you so
Lately I've been hard to reach
I've been too long on my own
Everybody has a private world
Where they can be alone
Are you calling me, are you trying to get through
Are you reaching out for me, and I'm reaching out for you
Yea, to my babies. Stay strong. Daddy will be home soon
And to the rest of the world, God gave you the shoes
That fit you, so put em on and wear 'em
And be yourself man, be proud of who you are
Even if it sounds corny,
Don't ever let no one tell you, you ain't beautiful"
313050,it-must-be-the-ganja,2009,eminem,Hip-Hop,"Yea, (oh, oh), yea yea, oh
I feel like dancing
I feel like dancing
I smell something in the air that's making me (high)
I said I smell something in the air that's making me high
Ok here we go, do-re-mi-fa-so, I'm so la-di-da so
Lyrical rise flow, give back the tobasco
You motherfuckers mustsanot know the tic tac songs
Time to show you the mo kick ass flow in the cosmos
Picasso with a pick axe a sick asshole
She tac toe frozen six pack with exacto
Knives, strangling wives with pig lasso
Few bags of the the grass, zig zags, I'm with the doc so
You know how that go, skull and the crossbones
This is poison, the boys and girls who do not know
You do not want to try this at home my novato (novice)
This is niether the time or the place to get macho
So crack a six pack, sit back with some nachos
Maybe some popcorn, and watch the show and just rock slow
It's not what you expected, tho what you thought though
Bout time to you wake the fuck up smell the pot smoke
It must be the ganja
It's the marijuana
That's creeping upon me while I'm so high
Maybe it's the hindi that has gotten in me
Whatever's gotten into me I don't mind
It must be the ganja
It's the marijuana
That's creeping upon me while I'm so high
Maybe it's the hindi that has gotten in me
Whatever's got into me I don't mind
Your dreams of getting the pill, you are literally getting the chills
Spitting at will, me and Dre have just finished splitting a pill
You're submitting to skill, sitting still, I'm admitting, I'm beginning to feel
Like I don't think anyone's real,
Faced with a dilemma, I can be Dali Llama and become a bin gramma a step beyond a Jeffrey Dahmer
Please don't upset me mama, you lookin sexy mama,
Don't know if this the lala or the rum and pepsi mama
Don't want to end up inside my refrigerator freezer,
Be used as extra topping the next time I make a pizza
How many people you know can name every serial killer who ever existed in a row,
Put em in chronological order beginning with Jack the Ripper,
Name the time and place from the body the bag the zipper,
Location of the woods where the body was dragged and then dumped,
The trunk that they were stuffed in, the model the make the plate
And which motel which lake they found her in,
And how they attacked the victim,
Say which murder weapon was used to do what and which one,
Which night it was done, what kid would write there was none,
So sloppy like this it's fun, the fuckin ecstasy goes
It must be the ganja
It's the marijuana
That's creeping upon me while I'm so high
Maybe it's the hindi that has gotten in me
Whatever's gotten into me I don't mind
When I'm behind a mic dynamite is what it's kinda like
Get stuck with that same stick that you're trying to light
Behind the boards is Dre, legends are made this way
Isn't it safe to say, this is the way it should be?
Maybe you need some lyric syrup sign for your symptoms
Heres a dosage of the antidote now you give him some,
He can give her some, she can give him some
Get behind a lynn drum, make up a beat and kill the sucka syndrome
You're spitting drama when it comes to lyrics and penance I'm
Starting from scratch and then ending up at the end ending up
Capable of bringing a bullets a stillunbelievable bullets a
Titanium brain that's full of, surprises
When the smoke rises right before your very own eyes
You stare into your stereos eyes
Good evening, this ain't even a weed thing,
I ain't even smoke anything, I ain't even drink anything
It must be the ganja
It's the marijuana
That's creeping upon me while I'm so high
Maybe it's the hindi that has gotten in me
Whatever's gotten into me I don't mind"
313051,hell-breaks-loose,2009,eminem,Hip-Hop,"I want you, to understand something
That when I come up in this bitch I want the fans jumping
I want the fists, pumping in the air, I don't look like a millionaire
But I feel like a million bucks, ladies won't ya fill your cups
Shady's come to fill ya up, are you a D or a C cup?
You could even be a B, it's just me and D-R-E
You'll be in the E.R., we are strapped with so much TNT
We may blow, no not even CPR from the EMT's
Could help you to resuscitate, you busters must be flustered, wait
You can't cut the mustard, what's your problem, can't you bust a grape?
{*chka-chk-chk*} What's my name? Shady came and just crushed the game
It's really not even fair to them, cause they pale in comparison
So much they might as well wear his skin
Don't you wish you could just share his pen?
Cause this shit's getting embarrassing
The fog is thick and the air is thin
Cause he won't even let them try to breathe
La-didi-da-da-da-didi
He makes it look so easy, girl you just hit the lottery
Now this'll be the part of the song that they drop the needle on
And hell, breaks, loose
Try to restrain us you can't contain us, we're still gonna make a stink
No matter what, we, do
Everywhere we go it seems we're looking for any excuse
To just, cut, loose
So this'll be the part of the song that they drop the needle on
And hell, breaks, loose
This is when shit hits the fan, like it just splattered on Stan
This is the only moment that matters, your homie rolling with Mathers
Like chaos erupts, Em's in back, Dre's in the front
So do what we say at once, this song's like a seance, it hums
(It makes them stay in a trance, no choice, they have to dance)
It's like the playoffs, just making sure that we stay in the hunt
Take a day off for what? Man, you better lay off the blunts
You must be smoking something
You think I ain't smoking nothing, stay off my nuts
Now hit the flo' baby, time to wipe away all the rust
Shake all them cobwebs loose, loosen up with a little bit of Grey Goose
Yeah girl shake that caboose, I don't wanna see you try to make no excuse
D-R-E is on the loose, a mongoose when it comes to the chronic use
You know I can't stand to lose, me and my goons are like animals
We come through like a pack of wolves, and we came here to retract the roof
Yeah man ain't that the truth, girl your man's back in the booth
Definitely back up in this bitch, and this is when all hell breaks loose
Now this'll be the part of the song that they drop the needle on
And hell, breaks, loose
Try to restrain us you can't contain us, we're still gonna make a stink
No matter what, we, do
Everywhere we go it seems we're looking for any excuse
To just, cut, loose
So this'll be the part of the song that they drop the needle on
And hell, breaks, loose
Now I know you're feeling discouraged but homie just mark my words
I'm mur-ur-during the flow, liquid courage I'm fin' to blow
As soon as we hit the do' power surges head to toe
I'm sure to push it as far as words are meant to go
We're in the indigo Winnebago with tinted windows
Ferocious as we proceed to beat up the block wit yo' ho
With speakers knocking it's 3 o'clock, me and songle.engine.Doc then proceed to drop
""E"" and hop out the vehicle and knock on your do'
Yeah, so let us in 'fore we huff and puff and we blow
We ain't bluffing for nothing, we'll knock the stuffing out you
Revenge is so sweet, move 'til you injure your feet
Yeah, move it or lose it freak, move to the beat, lose yourself indubitably
Pass up on that little cute chick
Right there that'll be pretty damn stupid of me
Born and raised in the C-P-T, yeah Los Angeles, rules of the streets
Them haters hating on me, but I refuse to lose any sleep
Keep that deuce-deuce in the seat, ""Dre fell off"", that's news to me
Now this'll be the part of the song that they drop the needle on
And hell, breaks, loose
Try to restrain us you can't contain us, we're still gonna make a stink
No matter what, we, do
Everywhere we go it seems we're looking for any excuse
To just, cut, loose
So this'll be the part of the song that they drop the needle on
And hell, breaks, loose"
